Date,Store,StoreType,Sales,Customers,Promo,Holiday,DayOfWeek,CompetitionDistance
2024-05-16,S05,B,212.67,10,0,0,3,491.8
2024-01-14,S07,A,132.58,4,0,0,6,795.8
2024-07-21,S03,A,150.78,7,0,0,6,657.3
2024-09-09,S04,C,204.83,8,0,0,0,1103.6
2024-02-04,S07,A,130.31,7,0,0,6,1763.8
2023-01-03,S05,B,259.68,37,0,0,1,989.3
2024-10-12,S06,A,130.52,8,0,0,5,1118.4
2023-04-19,S09,C,153.63,9,0,0,2,1199.6
2024-06-06,S02,A,302.62,12,0,0,3,1035.0
2023-09-27,S05,B,306.14,24,1,0,2,841.3
2024-09-26,S08,A,128.11,6,0,0,3,584.0
2023-12-06,S09,C,167.93,7,0,0,2,899.6
2023-12-22,S10,A,208.76,8,0,0,4,1053.3
2023-01-12,S03,A,130.32,5,0,0,3,752.4
2023-10-12,S02,A,257.89,17,0,0,3,695.2
2023-08-20,S02,A,394.82,17,0,0,6,997.1
2023-12-11,S02,A,366.6,27,0,0,0,917.4
2024-03-29,S10,A,154.89,9,0,0,4,633.3
2024-11-25,S05,B,291.33,13,0,0,0,939.6
2024-08-13,S05,B,179.35,9,0,0,1,1372.1
2023-01-06,S07,A,123.96,7,1,0,4,926.4
2023-05-11,S10,A,157.19,7,0,0,3,1138.7
2023-03-11,S06,A,124.3,6,0,0,5,633.8
2024-03-03,S02,A,366.88,21,0,0,6,1218.1
2024-01-28,S03,A,132.27,6,0,0,6,943.7
2024-01-11,S03,A,148.03,8,0,0,3,181.2
2024-06-15,S09,C,139.77,8,0,0,5,1155.2
2023-05-03,S08,A,138.33,5,0,0,2,881.9
2023-07-19,S10,A,189.01,13,0,0,2,634.8
2023-01-28,S07,A,152.74,11,1,0,5,873.9
2024-02-09,S04,C,294.64,13,0,0,4,842.9
2024-02-29,S06,A,99.37,5,0,0,3,944.5
2023-07-03,S04,C,198.29,8,0,0,0,1479.8
2024-08-02,S04,C,399.88,43,1,0,4,966.5
2024-10-11,S05,B,228.13,9,0,0,4,254.3
2023-03-10,S03,A,130.03,7,0,0,4,1000.1
2024-03-15,S09,C,111.28,4,0,0,4,699.0
2024-11-19,S07,A,168.13,6,0,0,1,775.1
2024-06-12,S06,A,89.52,2,0,0,2,1097.0
2024-02-26,S07,A,130.05,4,0,0,0,461.5
2023-04-24,S08,A,199.35,12,1,0,0,879.1
2023-10-04,S08,A,124.23,6,0,0,2,856.0
2024-05-04,S07,A,108.74,5,0,0,5,1361.0
2024-04-05,S07,A,107.48,5,0,0,4,1132.6
2024-04-23,S07,A,98.78,4,0,0,1,805.3
2023-04-05,S03,A,121.15,4,0,0,2,1374.1
2023-04-14,S07,A,81.66,5,0,0,4,1135.2
2024-07-13,S10,A,215.82,15,0,0,5,850.0
2024-08-12,S01,C,289.03,13,0,0,0,641.9
2023-05-15,S07,A,93.97,4,0,0,0,993.3
2023-12-31,S07,A,180.4,12,0,0,6,252.3
2024-01-24,S03,A,121.76,5,0,0,2,1344.1
2024-08-16,S07,A,112.23,4,0,0,4,1003.2
2023-10-06,S05,B,233.31,7,0,0,4,1128.6
2023-03-30,S01,C,227.16,14,0,0,3,1542.8
2023-08-27,S05,B,282.74,15,0,0,6,737.0
2023-10-26,S09,C,101.49,5,0,0,3,1200.1
2023-01-12,S06,A,110.74,8,1,0,3,1069.6
2024-08-18,S04,C,239.53,12,0,0,6,1162.9
2023-12-07,S01,C,311.06,13,0,0,3,1087.5
2024-12-28,S04,C,312.37,20,0,0,5,1541.6
2023-11-08,S10,A,206.26,9,0,0,2,1224.3
2024-10-06,S07,A,127.42,6,0,0,6,822.5
2024-02-01,S07,A,131.47,5,0,0,3,486.9
2024-12-19,S09,C,143.29,9,0,0,3,1310.3
2023-10-09,S10,A,159.41,5,0,0,0,1007.0
2024-01-18,S03,A,134.1,7,0,0,3,902.3
2024-01-26,S10,A,164.24,7,0,0,4,1406.8
2023-06-21,S01,C,310.81,14,1,0,2,1130.8
2024-08-31,S04,C,396.5,25,1,0,5,848.8
2024-08-23,S08,A,139.38,6,1,0,4,1634.7
2023-01-09,S02,A,241.49,13,0,0,0,1259.7
2024-01-16,S03,A,159.86,8,0,0,1,768.8
2023-10-30,S02,A,323.3,17,0,0,0,763.6
2023-07-17,S03,A,82.84,3,0,0,0,1239.4
2023-06-21,S05,B,177.16,7,0,0,2,1310.2
2023-12-20,S07,A,112.09,5,0,0,2,1340.4
2024-01-18,S06,A,114.92,5,0,0,3,1427.2
2024-04-14,S03,A,163.22,9,0,0,6,869.9
2024-07-03,S10,A,173.08,6,0,0,2,1216.1
2024-02-22,S03,A,198.91,8,1,0,3,1145.7
2024-04-19,S02,A,260.59,9,0,0,4,1165.4
2023-07-14,S07,A,95.59,4,0,0,4,631.7
2024-03-26,S09,C,144.9,11,0,0,1,782.5
2024-03-03,S10,A,232.53,10,0,0,6,820.2
2024-05-28,S01,C,356.36,14,1,0,1,809.6
2023-12-15,S09,C,143.41,9,0,0,4,919.6
2023-06-11,S01,C,217.76,9,0,0,6,1260.6
2024-05-22,S09,C,126.25,4,0,0,2,1257.0
2023-05-06,S02,A,334.66,32,0,0,5,865.5
2024-01-19,S04,C,316.6,14,1,0,4,869.8
2023-03-11,S05,B,194.95,11,0,0,5,566.8
2023-11-04,S01,C,337.5,12,0,1,5,564.6
2024-03-21,S09,C,135.44,7,0,0,3,992.6
2024-12-14,S08,A,272.45,18,1,0,5,1034.5
2023-10-14,S08,A,207.76,9,0,0,5,771.4
2024-07-17,S04,C,202.5,10,0,0,2,1444.3
2024-07-21,S04,C,263.72,13,0,0,6,1046.1
2023-12-04,S06,A,131.51,20,0,0,0,961.8
2023-03-08,S06,A,102.35,6,0,0,2,1321.0
2023-08-08,S05,B,180.22,6,0,0,1,919.0
2024-09-08,S04,C,224.63,11,0,0,6,866.8
2024-08-19,S10,A,191.05,7,0,0,0,1064.2
2024-09-13,S10,A,242.37,13,1,0,4,1147.5
2024-12-20,S05,B,328.43,15,0,0,4,1152.9
2023-04-12,S08,A,132.77,8,0,0,2,787.2
2023-02-25,S08,A,148.23,9,0,0,5,890.0
2024-04-26,S10,A,187.73,11,0,0,4,1296.4
2024-04-01,S04,C,262.03,15,0,0,0,1241.2
2023-05-01,S08,A,94.53,4,0,0,0,1105.4
2024-12-04,S09,C,125.98,5,0,0,2,713.5
2024-03-17,S07,A,94.04,5,0,0,6,1388.1
2024-03-13,S10,A,209.73,10,0,0,2,744.2
2023-06-01,S01,C,254.84,11,0,0,3,1050.4
2024-09-26,S02,A,271.47,13,0,0,3,1151.9
2024-01-18,S10,A,182.88,7,0,0,3,669.6
2024-01-09,S03,A,173.05,7,0,0,1,426.1
2024-05-18,S10,A,203.37,6,0,0,5,853.7
2023-11-18,S02,A,439.57,33,0,0,5,792.4
2023-12-30,S01,C,372.47,18,0,0,5,1024.9
2024-05-13,S06,A,100.95,5,0,0,0,1082.5
2024-05-13,S08,A,131.35,6,0,0,0,961.9
2023-01-27,S07,A,107.94,4,0,0,4,1008.5
2024-03-02,S03,A,112.04,7,0,0,5,1059.4
2023-04-25,S01,C,261.8,11,0,0,1,817.8
2023-11-13,S03,A,171.06,9,0,0,0,951.4
2023-07-31,S02,A,331.92,16,1,0,0,913.4
2024-06-20,S06,A,102.44,3,0,0,3,727.5
2024-11-02,S08,A,231.92,14,0,0,5,479.2
2023-07-10,S10,A,164.75,8,0,0,0,930.8
2024-03-13,S09,C,137.4,7,0,0,2,954.2
2024-09-15,S07,A,178.38,7,1,0,6,674.6
2023-03-07,S07,A,123.56,5,0,0,1,941.5
2024-05-07,S01,C,279.22,30,0,0,1,791.7
2024-05-31,S06,A,160.59,7,1,0,4,1238.5
2024-04-13,S06,A,140.35,8,0,0,5,1283.1
2023-04-10,S09,C,129.47,6,0,0,0,714.4
2024-08-10,S05,B,272.83,26,0,0,5,1464.7
2023-10-11,S05,B,191.32,14,0,0,2,1568.5
2023-10-08,S10,A,177.21,10,0,0,6,728.3
2024-09-13,S03,A,127.93,6,0,0,4,1132.8
2023-06-28,S05,B,221.94,12,0,0,2,1050.3
2023-05-04,S08,A,146.33,15,0,0,3,605.3
2024-08-31,S07,A,131.12,6,0,0,5,1283.1
2024-01-28,S02,A,352.47,14,0,0,6,1025.6
2024-04-19,S01,C,273.46,11,0,0,4,1239.6
2024-10-05,S05,B,240.92,9,0,0,5,1089.0
2024-03-31,S04,C,310.53,13,0,0,6,1060.1
2024-05-01,S04,C,241.99,14,1,0,2,1049.5
2024-08-16,S01,C,345.68,21,1,0,4,823.4
2024-12-22,S05,B,348.76,13,0,0,6,1067.2
2023-08-07,S07,A,115.45,6,0,0,0,1205.6
2023-10-19,S04,C,283.97,10,1,0,3,555.3
2023-04-24,S05,B,202.87,9,0,0,0,1058.6
2023-04-01,S09,C,133.74,5,0,0,5,1588.8
2024-09-03,S07,A,94.93,5,0,0,1,1132.1
2024-01-06,S09,C,155.52,10,0,0,5,1318.2
2023-05-11,S04,C,200.09,9,0,0,3,779.0
2024-11-13,S01,C,226.42,10,0,0,2,1060.8
2023-06-12,S08,A,94.94,4,0,0,0,1412.2
2024-04-15,S07,A,95.25,14,0,0,0,763.5
2023-06-02,S03,A,95.62,3,0,0,4,1255.7
2023-03-25,S06,A,175.87,6,0,0,5,752.4
2023-02-05,S09,C,132.5,10,0,0,6,1298.9
2023-01-14,S09,C,132.67,4,0,0,5,1099.7
2023-01-30,S10,A,202.35,12,0,0,0,1044.0
2023-06-05,S07,A,96.45,4,0,0,0,743.1
2023-04-11,S04,C,235.26,8,0,0,1,858.7
2023-02-08,S03,A,113.58,4,0,0,2,671.1
2024-07-09,S08,A,127.77,6,0,0,1,769.5
2024-10-13,S04,C,224.67,7,0,0,6,1519.2
2024-12-01,S05,B,334.5,13,0,0,6,717.5
2023-03-18,S02,A,353.62,15,0,0,5,705.7
2024-09-25,S08,A,129.15,9,0,0,2,921.4
2024-08-04,S07,A,127.59,6,0,0,6,951.0
2024-06-14,S03,A,106.5,4,0,0,4,1409.6
2024-11-19,S04,C,328.24,11,0,0,1,981.6
2024-07-15,S08,A,141.36,9,1,0,0,1070.3
2024-05-24,S08,A,150.04,9,1,0,4,1266.1
2024-08-13,S09,C,155.09,6,0,0,1,1003.0
2024-05-18,S01,C,285.94,11,0,0,5,755.7
2023-05-21,S03,A,95.99,6,0,0,6,1148.2
2023-03-24,S01,C,278.26,12,0,0,4,1022.8
2024-10-05,S07,A,97.75,6,0,0,5,1428.0
2024-09-19,S08,A,167.54,9,1,0,3,757.6
2023-09-30,S02,A,281.55,8,0,0,5,993.4
2023-07-13,S03,A,95.94,4,0,0,3,1929.5
2024-07-16,S08,A,111.75,5,0,0,1,823.1
2023-12-23,S01,C,372.87,19,0,0,5,750.3
2024-10-19,S04,C,279.91,13,0,0,5,1106.4
2024-10-22,S10,A,240.73,13,1,0,1,748.7
2024-06-15,S05,B,273.31,12,0,0,5,888.3
2024-08-05,S02,A,333.28,23,0,0,0,739.9
2023-11-02,S06,A,110.94,7,0,0,3,980.8
2024-01-16,S08,A,125.18,6,0,0,1,1183.0
2024-09-16,S06,A,111.23,14,0,0,0,787.9
2024-06-28,S02,A,265.86,11,0,0,4,1043.2
2024-05-01,S06,A,120.53,4,0,0,2,460.9
2023-09-26,S06,A,106.96,5,0,0,1,1139.9
2023-09-05,S09,C,170.56,10,1,0,1,864.7
2023-01-06,S09,C,139.73,6,0,0,4,1083.0
2023-01-08,S07,A,138.76,8,0,0,6,785.4
2023-03-21,S07,A,115.7,10,0,0,1,1267.1
2023-08-30,S07,A,97.2,4,0,0,2,424.8
2023-08-13,S09,C,138.42,9,0,0,6,699.6
2024-06-18,S02,A,255.1,16,0,0,1,927.0
2023-03-20,S06,A,97.2,4,0,0,0,1078.4
2023-06-23,S02,A,223.9,12,0,0,4,822.6
2024-12-12,S03,A,203.65,9,0,0,3,939.3
2023-11-12,S09,C,197.54,9,0,0,6,361.9
2023-11-07,S07,A,114.82,6,0,0,1,860.8
2024-04-26,S04,C,282.68,12,0,0,4,659.4
2023-01-13,S04,C,302.69,13,1,0,4,768.1
2023-08-10,S08,A,122.95,5,0,0,3,896.7
2023-06-07,S03,A,117.83,4,0,0,2,1716.5
2024-02-05,S04,C,208.8,8,0,0,0,877.7
2024-06-11,S03,A,84.62,3,0,0,1,1588.3
2024-07-11,S10,A,209.76,13,0,0,3,726.6
2024-03-29,S03,A,140.45,5,0,0,4,1050.1
2024-07-17,S09,C,108.18,6,0,0,2,1073.7
2023-04-02,S01,C,332.75,14,0,0,6,1369.3
2023-08-06,S03,A,139.41,21,0,0,6,1507.7
2023-07-05,S01,C,253.85,13,0,0,2,708.2
2023-08-19,S10,A,225.91,15,0,0,5,660.7
2024-11-15,S03,A,166.58,8,0,0,4,1699.4
2023-12-30,S05,B,345.31,17,0,0,5,545.7
2023-05-06,S08,A,141.85,8,0,0,5,850.7
2023-09-07,S06,A,128.38,5,0,0,3,811.8
2024-07-05,S01,C,263.83,13,0,0,4,1056.1
2024-04-13,S08,A,141.71,8,0,0,5,783.5
2023-12-17,S02,A,427.93,17,0,0,6,1022.4
2023-04-28,S09,C,137.46,5,0,0,4,1628.8
2024-05-02,S10,A,174.99,10,0,0,3,912.7
2024-12-23,S04,C,289.62,15,0,0,0,816.2
2024-07-04,S02,A,311.2,11,0,0,3,717.7
2024-08-20,S05,B,191.54,13,0,0,1,1293.7
2024-01-01,S01,C,283.12,11,0,0,0,792.1
2023-02-14,S03,A,133.93,9,0,0,1,718.2
2024-07-14,S02,A,351.78,24,0,0,6,800.0
2023-05-20,S10,A,148.54,6,0,0,5,530.3
2023-10-25,S04,C,267.88,12,0,0,2,1247.8
2023-10-16,S05,B,198.16,8,0,0,0,1168.9
2023-05-26,S08,A,118.56,5,0,0,4,836.2
2024-04-14,S04,C,236.11,8,0,0,6,1200.7
2024-11-27,S03,A,141.29,6,0,0,2,1050.1
2023-12-12,S10,A,211.57,10,0,0,1,1237.4
2023-04-16,S05,B,235.34,16,0,0,6,862.3
2024-02-10,S09,C,156.12,15,0,0,5,420.3
2024-03-09,S04,C,284.18,12,0,0,5,630.7
2023-11-24,S06,A,111.77,6,0,0,4,539.8
2024-07-14,S04,C,263.66,10,0,0,6,582.9
2024-01-05,S10,A,198.21,10,0,0,4,1055.8
2024-01-11,S10,A,196.91,13,0,0,3,1003.4
2023-04-03,S10,A,179.23,8,0,0,0,611.2
2023-05-22,S06,A,113.2,3,0,0,0,537.1
2023-08-26,S03,A,130.59,8,0,0,5,1526.0
2024-05-31,S07,A,99.87,5,0,0,4,1330.9
2023-07-02,S10,A,173.64,9,0,0,6,1128.5
2024-09-11,S04,C,249.55,10,0,0,2,949.0
2023-03-23,S07,A,102.66,6,0,0,3,764.9
2024-04-19,S08,A,105.94,5,0,0,4,945.8
2024-05-27,S10,A,172.95,7,0,0,0,1238.5
2024-11-01,S03,A,165.01,6,0,0,4,1030.2
2023-05-31,S03,A,129.69,5,0,0,2,1207.1
2024-08-11,S05,B,197.71,7,0,0,6,1369.1
2023-05-26,S01,C,284.18,15,0,0,4,389.1
2024-11-09,S08,A,238.18,12,0,0,5,714.1
2023-07-21,S02,A,241.85,11,0,0,4,732.8
2024-11-27,S02,A,273.23,12,0,0,2,882.8
2023-12-18,S06,A,126.03,5,0,0,0,1134.5
2024-05-11,S08,A,141.63,7,0,0,5,1079.9
2024-02-25,S06,A,146.18,6,0,0,6,1146.7
2024-09-09,S10,A,179.23,14,0,0,0,1309.5
2024-12-02,S03,A,135.47,7,0,0,0,1416.9
2023-09-18,S07,A,107.56,4,0,0,0,865.4
2023-11-23,S05,B,229.75,13,0,0,3,1054.1
2024-08-12,S04,C,236.09,12,0,0,0,943.7
2024-07-06,S02,A,273.64,13,0,0,5,817.0
2024-04-05,S08,A,121.14,5,0,0,4,1502.5
2024-07-30,S03,A,137.51,7,1,0,1,809.4
2023-01-01,S07,A,107.55,3,0,0,6,727.6
2023-10-26,S01,C,290.99,15,0,0,3,1424.6
2024-01-09,S10,A,203.16,11,0,0,1,961.9
2023-09-06,S08,A,114.18,8,0,0,2,990.4
2023-12-03,S02,A,423.2,20,0,0,6,1470.1
2023-03-09,S09,C,162.48,7,0,0,3,1318.1
2023-07-14,S04,C,189.43,9,0,0,4,1408.6
2024-07-04,S07,A,119.01,5,0,0,3,956.6
2024-12-09,S03,A,157.14,12,0,0,0,794.9
2024-11-03,S08,A,196.4,8,0,0,6,1196.3
2024-09-10,S01,C,268.85,15,0,0,1,988.7
2024-01-25,S07,A,126.5,7,0,0,3,908.7
2024-07-15,S01,C,216.39,9,0,0,0,1610.4
2024-04-25,S04,C,227.37,13,0,0,3,1341.5
2023-09-18,S08,A,142.04,6,1,0,0,1256.0
2024-10-28,S03,A,119.84,3,0,0,0,668.6
2024-04-12,S09,C,117.8,4,0,0,4,843.5
2024-11-03,S04,C,329.45,11,0,0,6,1025.6
2023-11-10,S05,B,275.64,11,0,0,4,523.8
2023-04-17,S05,B,170.06,13,0,0,0,1684.5
2023-10-17,S05,B,260.26,10,0,0,1,493.8
2024-11-21,S01,C,244.85,21,0,0,3,1379.6
2024-08-26,S08,A,132.99,4,0,0,0,938.3
2023-08-13,S03,A,151.57,10,0,0,6,757.7
2023-05-28,S05,B,261.92,16,0,0,6,1376.6
2024-06-25,S05,B,171.05,9,1,0,1,958.4
2023-07-08,S10,A,148.21,5,0,0,5,1215.0
2023-12-10,S06,A,159.52,7,0,0,6,617.8
2024-06-09,S01,C,255.55,11,0,0,6,1322.8
2023-04-16,S04,C,304.99,13,1,0,6,1094.0
2024-01-06,S06,A,128.13,6,0,0,5,1146.8
2023-07-22,S02,A,289.03,15,0,0,5,1716.4
2024-02-07,S01,C,221.85,13,0,0,2,826.9
2024-07-29,S02,A,238.41,10,0,0,0,1102.6
2024-06-17,S06,A,79.42,3,0,0,0,1545.5
2024-09-13,S09,C,128.09,8,0,0,4,821.4
2023-09-23,S09,C,153.32,10,0,0,5,1024.0
2023-04-24,S01,C,237.53,12,0,0,0,526.9
2024-03-16,S03,A,158.7,7,1,0,5,1929.0
2024-11-04,S02,A,467.05,25,0,1,0,437.0
2024-12-18,S08,A,168.22,14,0,0,2,834.6
2024-11-08,S03,A,181.52,12,0,0,4,902.5
2023-05-04,S07,A,105.93,8,0,0,3,1127.2
2024-12-09,S01,C,275.3,12,0,0,0,846.2
2024-10-18,S08,A,119.15,5,0,0,4,1274.9
2023-08-17,S03,A,136.98,4,0,0,3,1027.6
2024-05-10,S04,C,216.32,11,0,0,4,995.3
2024-02-14,S04,C,307.28,17,0,0,2,638.7
2024-02-28,S07,A,98.49,5,0,0,2,1985.2
2024-09-13,S07,A,106.61,3,0,0,4,1048.2
2023-02-08,S07,A,98.43,13,0,0,2,1294.5
2023-06-12,S09,C,100.65,6,0,0,0,1189.7
2023-12-25,S06,A,121.54,6,0,0,0,999.0
2023-09-29,S05,B,220.96,8,0,0,4,566.1
2024-10-13,S01,C,241.16,8,0,0,6,870.5
2024-06-03,S06,A,105.62,4,1,0,0,1324.9
2024-12-28,S09,C,165.33,9,0,0,5,812.8
2023-11-15,S10,A,275.81,15,0,0,2,1155.0
2023-04-01,S10,A,183.18,10,0,0,5,1402.4
2024-07-05,S09,C,119.05,4,0,0,4,1100.5
2023-07-06,S07,A,127.13,6,1,0,3,1034.0
2023-07-04,S03,A,110.78,5,0,0,1,1335.6
2023-09-07,S08,A,127.98,6,0,0,3,767.7
2024-08-21,S02,A,343.71,24,0,0,2,1403.9
2024-04-06,S10,A,222.99,11,0,0,5,875.9
2024-02-05,S07,A,101.59,5,0,0,0,1191.5
2023-09-28,S03,A,143.24,5,0,0,3,988.5
2024-08-23,S07,A,91.16,4,0,0,4,995.6
2023-02-03,S02,A,353.02,18,1,0,4,795.4
2024-03-04,S01,C,218.35,10,0,0,0,747.1
2024-03-06,S04,C,236.57,14,0,0,2,1012.7
2023-09-03,S10,A,223.35,10,0,0,6,1182.7
2023-06-27,S05,B,190.46,9,0,0,1,1325.3
2024-03-30,S02,A,399.25,14,1,0,5,1221.6
2024-04-22,S06,A,105.79,15,0,0,0,939.1
2023-09-26,S07,A,94.03,4,0,0,1,1054.9
2024-09-08,S06,A,134.45,6,0,0,6,1146.0
2024-09-22,S07,A,119.87,5,0,0,6,431.2
2024-06-30,S07,A,115.5,6,0,0,6,1272.5
2024-06-20,S05,B,243.69,10,0,0,3,798.6
2024-07-16,S05,B,252.09,28,0,0,1,375.3
2024-07-12,S03,A,133.47,6,0,0,4,1357.2
2024-06-04,S05,B,193.75,12,0,0,1,1370.3
2024-07-03,S05,B,202.69,12,0,0,2,1044.0
2023-01-18,S04,C,178.91,7,0,0,2,1225.4
2023-11-29,S02,A,448.73,19,0,0,2,929.6
2024-02-28,S08,A,125.15,5,0,0,2,1260.7
2023-12-04,S03,A,152.66,9,0,0,0,1133.4
2023-11-28,S02,A,388.73,18,0,0,1,783.3
2024-03-13,S05,B,227.63,10,0,0,2,723.3
2024-10-01,S09,C,148.83,6,0,0,1,709.2
2024-11-30,S04,C,560.42,21,1,0,5,557.7
2023-12-07,S04,C,277.79,12,0,0,3,793.4
2023-01-02,S09,C,129.12,8,0,0,0,1309.3
2024-01-05,S02,A,284.96,13,0,0,4,1022.0
2024-07-05,S04,C,221.42,7,0,0,4,567.1
2024-02-14,S07,A,101.45,5,0,0,2,900.3
2023-12-29,S09,C,167.18,10,0,0,4,1259.7
2024-08-01,S07,A,90.72,6,0,0,3,1213.1
2023-08-06,S05,B,280.36,10,0,0,6,889.4
2023-05-16,S07,A,128.55,5,0,0,1,643.2
2024-03-18,S01,C,233.83,12,0,0,0,1183.8
2023-11-08,S03,A,141.64,7,0,0,2,1417.4
2023-01-19,S03,A,123.34,5,0,0,3,1173.1
2024-07-24,S09,C,134.71,6,0,0,2,347.0
2024-08-01,S01,C,317.25,19,0,0,3,831.8
2023-07-01,S03,A,154.31,7,0,0,5,982.9
2024-04-16,S03,A,142.6,17,1,0,1,1132.7
2023-06-30,S01,C,232.86,10,0,0,4,643.7
2023-08-31,S10,A,196.03,9,0,0,3,1314.2
2024-03-24,S08,A,163.83,11,0,0,6,1061.0
2024-09-22,S10,A,207.44,13,0,0,6,866.5
2024-08-14,S04,C,300.69,13,0,0,2,754.4
2024-08-19,S06,A,113.01,4,0,0,0,991.6
2023-04-26,S10,A,235.85,8,0,0,2,368.3
2023-05-02,S04,C,213.59,11,0,0,1,1137.3
2023-05-13,S06,A,131.06,4,0,0,5,1057.5
2024-12-15,S04,C,360.73,18,0,0,6,930.6
2023-05-26,S06,A,90.98,4,0,0,4,1629.4
2024-03-03,S05,B,267.7,15,0,0,6,1058.1
2024-07-12,S08,A,107.52,5,0,0,4,1438.6
2023-06-14,S05,B,205.77,11,0,0,2,1460.3
2023-08-03,S01,C,244.31,9,0,0,3,658.9
2024-08-13,S01,C,262.11,9,0,0,1,945.3
2023-03-14,S10,A,180.16,7,0,0,1,920.0
2023-07-13,S07,A,81.52,3,0,0,3,1810.9
2024-01-15,S04,C,232.86,11,0,0,0,1017.0
2024-11-12,S08,A,156.05,9,0,0,1,1078.9
2024-09-22,S03,A,129.62,6,0,0,6,579.6
2024-06-16,S10,A,265.8,13,1,0,6,633.3
2023-04-22,S01,C,229.25,8,0,0,5,1274.1
2024-08-16,S06,A,140.56,9,1,0,4,694.8
2023-10-27,S09,C,163.24,6,1,0,4,994.2
2023-08-28,S05,B,177.45,8,0,0,0,1218.9
2023-04-29,S06,A,134.56,6,0,0,5,990.3
2023-07-20,S08,A,152.18,8,0,0,3,1119.8
2023-01-20,S04,C,228.07,12,0,0,4,1343.1
2024-08-07,S02,A,214.31,7,0,0,2,1508.7
2023-02-27,S09,C,118.44,8,1,0,0,1240.0
2023-03-19,S02,A,375.91,17,0,0,6,1149.3
2023-08-28,S06,A,74.85,2,0,0,0,1206.1
2024-12-24,S09,C,159.37,8,0,0,1,838.0
2023-07-04,S07,A,114.68,4,0,0,1,630.3
2024-01-10,S01,C,259.62,13,0,0,2,723.1
2024-04-13,S05,B,231.72,11,0,0,5,756.8
2024-10-16,S05,B,215.35,11,0,0,2,1275.0
2023-07-27,S04,C,222.93,11,0,0,3,1411.0
2023-07-09,S07,A,116.16,5,0,0,6,619.6
2024-07-08,S03,A,112.42,4,0,0,0,566.9
2024-01-01,S10,A,207.26,9,0,0,0,823.6
2023-08-26,S10,A,208.07,7,0,0,5,816.6
2023-05-25,S08,A,162.3,6,0,0,3,1057.6
2023-02-04,S03,A,151.57,6,0,0,5,1011.4
2024-10-06,S06,A,109.82,4,0,0,6,701.2
2023-09-10,S08,A,147.14,5,0,0,6,1200.2
2023-03-14,S08,A,132.26,4,0,0,1,892.8
2023-04-08,S07,A,127.59,5,0,0,5,1473.4
2024-05-29,S02,A,329.69,20,0,0,2,754.5
2023-12-18,S07,A,169.84,10,1,0,0,883.8
2024-04-21,S10,A,195.91,9,0,0,6,916.0
2024-12-02,S06,A,118.73,6,0,0,0,1203.4
2024-01-30,S01,C,218.75,9,0,0,1,836.2
2023-05-10,S10,A,190.09,8,0,0,2,1213.2
2024-11-02,S03,A,209.93,11,0,0,5,1095.6
2023-03-08,S01,C,224.4,13,0,0,2,708.5
2023-05-30,S03,A,145.27,11,0,0,1,861.6
2024-05-06,S05,B,217.67,9,0,0,0,1144.9
2024-06-17,S09,C,105.04,7,0,0,0,1376.9
2023-08-20,S06,A,91.96,3,0,0,6,1324.9
2024-11-09,S07,A,129.8,8,0,0,5,1213.7
2024-11-04,S01,C,297.43,15,0,1,0,883.4
2023-04-19,S06,A,96.29,5,0,0,2,1044.4
2024-11-20,S05,B,298.28,12,0,0,2,1080.2
2023-11-16,S09,C,145.54,9,0,0,3,1030.9
2024-05-08,S10,A,250.34,11,1,0,2,770.6
2024-05-10,S03,A,129.74,8,0,0,4,949.9
2023-01-07,S08,A,167.75,6,0,0,5,1168.2
2024-08-03,S08,A,154.11,7,0,0,5,901.4
2023-08-15,S10,A,172.77,12,0,0,1,1208.5
2024-12-12,S01,C,269.59,11,0,0,3,1541.2
2024-03-15,S06,A,85.66,3,0,0,4,1732.3
2024-12-06,S02,A,428.58,18,0,0,4,640.8
2023-12-11,S08,A,153.55,10,0,0,0,399.5
2023-08-25,S08,A,135.31,7,0,0,4,961.8
2024-03-09,S06,A,117.53,6,0,0,5,734.0
2024-07-24,S03,A,115.8,4,0,0,2,896.5
2023-09-09,S03,A,142.53,8,1,0,5,870.6
2023-09-30,S04,C,251.31,9,0,0,5,965.9
2024-09-14,S04,C,298.81,12,0,0,5,835.8
2024-06-23,S07,A,121.36,5,0,0,6,998.0
2023-04-25,S04,C,231.96,8,0,0,1,1330.4
2024-03-09,S02,A,457.21,26,0,0,5,308.5
2024-09-18,S08,A,105.88,4,0,0,2,1387.4
2024-03-27,S09,C,131.65,11,0,0,2,548.2
2024-01-14,S10,A,166.54,6,0,0,6,1515.5
2023-08-11,S01,C,227.19,9,0,0,4,1249.9
2023-08-22,S02,A,339.39,18,1,0,1,1322.1
2024-11-12,S03,A,135.94,6,0,0,1,828.6
2024-09-20,S04,C,268.19,6,0,0,4,925.0
2024-10-03,S08,A,132.25,7,0,0,3,633.0
2024-02-13,S09,C,176.3,10,1,0,1,547.9
2023-07-16,S08,A,189.97,7,1,0,6,243.3
2024-07-25,S07,A,107.06,6,0,0,3,1026.4
2024-11-06,S01,C,350.96,17,0,1,2,998.4
2023-02-12,S04,C,283.65,12,0,0,6,1370.8
2024-09-24,S10,A,203.93,15,0,0,1,1162.3
2023-07-10,S05,B,187.13,8,0,0,0,1257.0
2024-10-25,S01,C,181.71,11,0,0,4,1218.2
2024-01-27,S08,A,125.75,6,0,0,5,1442.3
